0,24645
0,268569
0,939343
0,219353
0,547816
0,112207
0,494888
0,547741
0,973071
0,254252
0,605057
0,290254
0,552831
2,38668
0,164371
0,153192
1,74367
0,195953
0,208246
0,725716
2,18279
4,13368
0,509658
0,124789
0,307723
0,102294
0,674874
0,600055
0,102762
0,189953
1,51407
0,106996
0,125361
0,132093
3,97971
0,468023
0,131961
0,323013
1,61138
0,393937
4,13312
0,31067
0,100939
0,68642
0,341005
1,31613
0,467657
6,61807
1,88795
1,11669
0,521137
0,0832054
0,215911
0,070924
0,0742103
0,491415
0,358746
0,136161
0,967621
0,321279
0,789353
4,78718
1,25315
0,82331
0,140602
0,217802
0,519952
0,351665
7,12709
0,548539
0,26919
0,622765
0,348979
1,3127
0,7749
0,465554
1,25665
2,18455
3,94457
0,101948
1,26814
2,43419
2,99572
0,239261
1,76305
1,52594
1,48772
0,358972
0,327119
0,648465
0,221267
0,525361
2,33273
1,077
0,522119
0,696207
0,250914
0,0808082
0,212112
0,253041
