2,35E-05
2,63E-05
7,8E-06
2,36E-05
2,22E-05
3,33E-05
2,11E-05
1,85E-05
4,66E-05
1,25E-05
2,11E-05
2,75E-05
1,87E-05
2,72E-05
1,85E-05
2,39E-05
5,1E-06
1,9E-05
1,25E-05
3,84E-05
2,33E-05
2,01E-05
2,19E-05
1,78E-05
2,37E-05
3,13E-05
3,53E-05
2,53E-05
1,22E-05
3,25E-05
4,15E-05
3,1E-05
1,22E-05
1,81E-05
4,25E-05
2,18E-05
2,12E-05
3,44E-05
2,97E-05
2E-05
1,75E-05
1,45E-05
2,83E-05
1,81E-05
1,91E-05
2,6E-05
2,13E-05
2,03E-05
1,67E-05
3,38E-05
2,13E-05
1,41E-05
2,1E-05
1,88E-05
2,84E-05
2,15E-05
3,89E-05
2,09E-05
1,39E-05
2,52E-05
2,18E-05
8,5E-06
2,88E-05
2,32E-05
2,35E-05
2,24E-05
1,69E-05
1,25E-05
1,17E-05
1,47E-05
1,54E-05
3,37E-05
3E-05
2,81E-05
1,75E-05
2,38E-05
2,03E-05
2,05E-05
1,91E-05
2,43E-05
2,26E-05
2,84E-05
2,48E-05
2,45E-05
1,19E-05
1,56E-05
2,34E-05
1,57E-05
1,16E-05
3,54E-05
2,22E-05
2,83E-05
2,18E-05
9,9E-06
1,91E-05
2,17E-05
1,74E-05
1,14E-05
2,51E-05
2,46E-05
