0,123418
0,121556
0,122391
0,123507
0,123523
0,123351
0,123142
0,122602
0,122089
0,122036
0,121447
0,121876
0,120747
0,119249
0,122073
0,123469
0,121191
0,122553
0,121865
0,122273
0,122909
0,121733
0,122954
0,121031
0,122292
0,120396
0,120528
0,120436
0,119862
0,121209
0,121569
0,120219
0,121087
0,120798
0,122262
0,122195
0,122514
0,121859
0,121093
0,121826
0,122171
0,121649
0,122056
0,12111
0,122019
0,119676
0,120094
0,121382
0,120507
0,120315
0,118629
0,120403
0,121165
0,121298
0,122194
0,12239
0,122745
0,121319
0,119327
0,12082
0,120179
0,120867
0,122183
0,122078
0,122376
0,121431
0,122315
0,1214
0,121382
0,124377
0,121317
0,121991
0,121571
0,122542
0,121841
0,121003
0,123939
0,122215
0,122965
0,12154
0,119683
0,12126
0,119249
0,120293
0,119941
0,122206
0,1254
0,121468
0,125113
0,12201
0,120849
0,122547
0,121982
0,12039
0,122757
0,12114
0,125122
0,121203
0,120441
0,120814
