0,0006471
0,0007298
0,0001122
0,0001863
0,0002536
0,0006703
0,0003122
0,0005099
0,0001653
0,0004455
0,0002459
0,0012917
0,0004088
0,0007443
0,0002887
0,0006723
0,0007227
0,0003116
0,0004059
0,0008249
0,0001648
0,000772
0,0005646
0,0001851
0,0016985
0,0006508
0,0002014
0,0003946
0,0002738
0,0008195
0,0003162
0,0004704
0,0001846
0,0003004
0,0001364
0,0004756
0,0004282
0,0001416
0,0005782
0,0004449
0,0005186
0,0010227
0,0002529
0,0006171
0,0002365
0,0003564
0,0005304
0,0003883
0,000708
0,0003891
0,0003545
0,000271
0,000321
0,0002608
0,0005196
0,0008513
0,0003836
0,0002236
0,0004117
0,0004635
0,000115
0,0004653
0,0006509
0,0006928
0,0003824
0,0009588
0,0001609
0,0002582
0,0002343
0,0005875
0,0001538
0,0007525
0,0002352
0,0003211
0,0002825
0,0002881
0,0001619
0,0003021
0,0002922
0,0005861
0,000259
0,000247
0,0008641
0,0009703
0,0003199
0,0001831
0,0001357
0,0002132
0,0007616
0,0004964
0,0003331
0,0005213
0,0009824
0,0003548
0,0003558
0,0005134
0,0001636
0,0002107
0,0001889
0,0001577
